"CNTY","CHILD_DEATH_YR","UNDERLYING_COD","CNT_BY_UNDERLYING_COD","CNTY_YR_DEATH_TOTAL","PCT_CNTY_YR_TOTAL","CHILD_DEATH_CNTY_POP","CNTY_YR_DEATH_TOTAL_PER_10000_CNTY_RES"
LAPORTE,2010,Extreme immaturity,1,13,7.692300,111467,1.160000
LAPORTE,2010,Other specified threats to breathing,1,13,7.692300,111467,1.160000
LAPORTE,2011,,2,7,28.571400,111202,0.620000
LAPORTE,2011,Unspecified threat to breathing,1,7,14.285700,111202,0.620000
LAPORTE,2011,Unspecified pulmonary hemorrhage originating in the perinatal period,1,7,14.285700,111202,0.620000
LAPORTE,2011,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,7,14.285700,111202,0.620000
LAPORTE,2011,Extreme immaturity,1,7,14.285700,111202,0.620000
LAPORTE,2011,"Hypotension, unspecified",1,7,14.285700,111202,0.620000
LAPORTE,2012,Sudden infant death syndrome,3,10,30.000000,111201,0.890000
LAPORTE,2012,Necrotizing enterocolitis of newborn,1,10,10.000000,111201,0.890000
LAPORTE,2012,Accidental suffocation and strangulation in bed,1,10,10.000000,111201,0.890000
LAPORTE,2012,Perforation of intestine (nontraumatic),1,10,10.000000,111201,0.890000
LAPORTE,2012,Other ill-defined and unspecified causes of mortality,1,10,10.000000,111201,0.890000
LAPORTE,2012,,1,10,10.000000,111201,0.890000
LAPORTE,2012,"Disorder of kidney and ureter, unspecified",1,10,10.000000,111201,0.890000
LAPORTE,2012,"Congenital pneumonia, unspecified",1,10,10.000000,111201,0.890000
LAPORTE,2013,Accidental suffocation and strangulation in bed,1,2,50.000000,111323,0.170000
LAPORTE,2013,Ventricular septal defect,1,2,50.000000,111323,0.170000
LAPORTE,2014,Hydrops fetalis not due to hemolytic disease,1,6,16.666600,111665,0.530000
LAPORTE,2014,"Patau's syndrome, unspecified",1,6,16.666600,111665,0.530000
LAPORTE,2014,Other preterm infants,1,6,16.666600,111665,0.530000
LAPORTE,2014,Other reduction deformities of brain,1,6,16.666600,111665,0.530000
LAPORTE,2014,"Parvovirus infection, unspecified",1,6,16.666600,111665,0.530000
LAPORTE,2014,"Other congenital anemias, not elsewhere classified",1,6,16.666600,111665,0.530000
LAPORTE,2015,Sudden infant death syndrome,1,7,14.285700,110762,0.630000
LAPORTE,2015,Accidental suffocation and strangulation in bed,1,7,14.285700,110762,0.630000
LAPORTE,2015,Hypoplasia and dysplasia of lung,1,7,14.285700,110762,0.630000
LAPORTE,2015,"Congenital malformation, unspecified",1,7,14.285700,110762,0.630000
LAPORTE,2015,"Congenital malformation of the heart, unspecified",1,7,14.285700,110762,0.630000
LAPORTE,2015,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,7,14.285700,110762,0.630000
LAPORTE,2015,"Neonatal hemorrhage, unspecified",1,7,14.285700,110762,0.630000
LAPORTE,2016,"Edwards' syndrome, unspecified",1,7,14.285700,110015,0.630000
LAPORTE,2016,Newborn affected by other forms of placental separation and hemorrhage,1,7,14.285700,110015,0.630000
LAPORTE,2016,"Congenital hydrocephalus, unspecified",1,7,14.285700,110015,0.630000
LAPORTE,2016,"Interstitial pulmonary disease, unspecified",1,7,14.285700,110015,0.630000
LAPORTE,2016,Sudden infant death syndrome,1,7,14.285700,110015,0.630000
LAPORTE,2016,"Abnormal reaction, surgical operation with formation of external stoma",1,7,14.285700,110015,0.630000
LAPORTE,2016,"Cardiac arrhythmia, unspecified",1,7,14.285700,110015,0.630000
LAPORTE,2017,"Interstitial pulmonary disease, unspecified",1,1,100.000000,110015,0.090000
LAPORTE,2018,"Bacterial sepsis of newborn, unspecified",2,7,28.571400,110015,0.630000
LAPORTE,2018,"Congenital malformation, unspecified",1,7,14.285700,110015,0.630000
LAPORTE,2018,Intracranial and intraspinal phlebitis and thrombophlebitis,1,7,14.285700,110015,0.630000
LAPORTE,2018,Accidental suffocation and strangulation in bed,1,7,14.285700,110015,0.630000
LAPORTE,2018,Unspecified threat to breathing,1,7,14.285700,110015,0.630000
LAPORTE,2018,"Edwards' syndrome, unspecified",1,7,14.285700,110015,0.630000
LAWRENCE,2010,Other and unspecified abnormalities of breathing,1,4,25.000000,46134,0.860000
LAWRENCE,2010,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,4,25.000000,46134,0.860000
LAWRENCE,2010,Sudden infant death syndrome,1,4,25.000000,46134,0.860000
LAWRENCE,2010,"Edwards' syndrome, unspecified",1,4,25.000000,46134,0.860000
LAWRENCE,2011,Sudden infant death syndrome,1,1,100.000000,46086,0.210000
LAWRENCE,2012,Interstitial emphysema originating in the perinatal period,1,2,50.000000,46032,0.430000
LAWRENCE,2012,"Congenital malformation of the heart, unspecified",1,2,50.000000,46032,0.430000
LAWRENCE,2013,Sudden infant death syndrome,1,1,100.000000,45835,0.210000
LAWRENCE,2014,"Intracerebral hemorrhage, unspecified",1,2,50.000000,45611,0.430000
LAWRENCE,2014,Sudden infant death syndrome,1,2,50.000000,45611,0.430000
LAWRENCE,2015,"Hanging, strangulation, and suffocation, undetermined intent",1,1,100.000000,45485,0.210000
LAWRENCE,2016,"Congenital malformation of the heart, unspecified",1,2,50.000000,45518,0.430000
LAWRENCE,2016,Sepsis of newborn due to Escherichia coli,1,2,50.000000,45518,0.430000
LAWRENCE,2017,"Congenital malformation of the heart, unspecified",1,1,100.000000,45518,0.210000
LAWRENCE,2018,Hypoxic ischemic encephalopathy of newborn,1,4,25.000000,45518,0.870000
LAWRENCE,2018,Holoprosencephaly,1,4,25.000000,45518,0.870000
LAWRENCE,2018,"Hanging, strangulation, and suffocation, undetermined intent",1,4,25.000000,45518,0.870000
LAWRENCE,2018,"Neonatal hemorrhage, unspecified",1,4,25.000000,45518,0.870000
MADISON,2010,"Respiratory disorder, unspecified",1,6,16.666600,131636,0.450000
MADISON,2010,Other preterm infants,1,6,16.666600,131636,0.450000
MADISON,2010,"Septicemia due to streptococcus, group D",1,6,16.666600,131636,0.450000
MADISON,2010,Sudden infant death syndrome,1,6,16.666600,131636,0.450000
MADISON,2010,Congenital insufficiency of aortic valve,1,6,16.666600,131636,0.450000
MADISON,2010,Other and unspecified gastroenteritis and colitis of infectious origin,1,6,16.666600,131636,0.450000
MADISON,2011,Sudden infant death syndrome,2,9,22.222200,131015,0.680000
MADISON,2011,Extreme immaturity,1,9,11.111100,131015,0.680000
MADISON,2011,"Acute bronchitis, unspecified",1,9,11.111100,131015,0.680000
MADISON,2011,Atherosclerotic heart disease,1,9,11.111100,131015,0.680000
MADISON,2011,Fall involving bed,1,9,11.111100,131015,0.680000
MADISON,2011,Necrotizing enterocolitis of newborn,1,9,11.111100,131015,0.680000
MADISON,2011,,1,9,11.111100,131015,0.680000
MADISON,2011,Other disorders of lung,1,9,11.111100,131015,0.680000
MADISON,2012,Sudden infant death syndrome,2,2,100.000000,130243,0.150000
MADISON,2013,Sudden infant death syndrome,4,14,28.571400,130388,1.070000
MADISON,2013,Severe birth asphyxia,1,14,7.142800,130388,1.070000
MADISON,2013,Congenital malformation syndromes predominantly associated with short stature,1,14,7.142800,130388,1.070000
MADISON,2013,Respiratory distress syndrome of newborn,1,14,7.142800,130388,1.070000
MADISON,2013,Extreme immaturity,1,14,7.142800,130388,1.070000
MADISON,2013,"Edwards' syndrome, unspecified",1,14,7.142800,130388,1.070000
MADISON,2013,Other specified congenital malformations of brain,1,14,7.142800,130388,1.070000
MADISON,2013,Hydrops fetalis not due to hemolytic disease,1,14,7.142800,130388,1.070000
MADISON,2013,Other preterm infants,1,14,7.142800,130388,1.070000
MADISON,2013,Hypoplastic left heart syndrome,1,14,7.142800,130388,1.070000
MADISON,2013,"Bacterial sepsis of newborn, unspecified",1,14,7.142800,130388,1.070000
MADISON,2014,Extreme immaturity,2,6,33.333300,129886,0.460000
MADISON,2014,Accidental suffocation and strangulation in bed,2,6,33.333300,129886,0.460000
MADISON,2014,Sudden infant death syndrome,1,6,16.666600,129886,0.460000
MADISON,2014,Discordant ventriculoarterial connection,1,6,16.666600,129886,0.460000
MADISON,2015,Necrotizing enterocolitis of newborn,1,5,20.000000,129495,0.380000
MADISON,2015,Primary atelectasis of newborn,1,5,20.000000,129495,0.380000
MADISON,2015,Common arterial trunk,1,5,20.000000,129495,0.380000
MADISON,2015,Other specified cerebrovascular diseases,1,5,20.000000,129495,0.380000
MADISON,2015,"Disorder involving the immune mechanism, unspecified",1,5,20.000000,129495,0.380000
MADISON,2016,"Congenital malformation of the heart, unspecified",1,8,12.500000,129296,0.610000
MADISON,2016,Sudden infant death syndrome,1,8,12.500000,129296,0.610000
MADISON,2016,Accidental suffocation and strangulation in bed,1,8,12.500000,129296,0.610000
MADISON,2016,Necrotizing enterocolitis of newborn,1,8,12.500000,129296,0.610000
MADISON,2016,Hypoxic ischemic encephalopathy of newborn,1,8,12.500000,129296,0.610000
MADISON,2016,"Pneumonia, unspecified",1,8,12.500000,129296,0.610000
MADISON,2016,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,8,12.500000,129296,0.610000
MADISON,2016,Obstructive hydrocephalus,1,8,12.500000,129296,0.610000
MADISON,2017,Sudden infant death syndrome,2,5,40.000000,129296,0.380000
MADISON,2017,"Patau's syndrome, unspecified",1,5,20.000000,129296,0.380000
MADISON,2017,Myotonic disorders,1,5,20.000000,129296,0.380000
MADISON,2017,,1,5,20.000000,129296,0.380000
MADISON,2018,Primary atelectasis of newborn,1,7,14.285700,129296,0.540000
MADISON,2018,,1,7,14.285700,129296,0.540000
MADISON,2018,"Acute renal failure, unspecified",1,7,14.285700,129296,0.540000
MADISON,2018,Necrotizing enterocolitis of newborn,1,7,14.285700,129296,0.540000
MADISON,2018,Atrioventricular septal defect,1,7,14.285700,129296,0.540000
MADISON,2018,"Assault (homicide) by drugs, medicaments, and biological substances",1,7,14.285700,129296,0.540000
MADISON,2018,Sudden infant death syndrome,1,7,14.285700,129296,0.540000
MARION,2010,Accidental suffocation and strangulation in bed,5,56,8.928500,903393,0.610000
MARION,2010,Extreme immaturity,3,56,5.357100,903393,0.610000
MARION,2010,Unspecified threat to breathing,3,56,5.357100,903393,0.610000
MARION,2010,"Congenital malformation of the heart, unspecified",3,56,5.357100,903393,0.610000
MARION,2010,"Bacterial sepsis of newborn, unspecified",3,56,5.357100,903393,0.610000
MARION,2010,Hypoxic ischemic encephalopathy of newborn,2,56,3.571400,903393,0.610000
MARION,2010,Gastroenteritis and colitis of unspecified origin,1,56,1.785700,903393,0.610000
MARION,2010,Sudden infant death syndrome,1,56,1.785700,903393,0.610000
MARION,2010,"Other maltreatment syndromes, by other specified persons",1,56,1.785700,903393,0.610000
MARION,2010,Persistent fetal circulation,1,56,1.785700,903393,0.610000
MARION,2010,Unspecified renal failure,1,56,1.785700,903393,0.610000
MARION,2010,Motor neuron disease,1,56,1.785700,903393,0.610000
MARION,2010,Neonatal aspiration of meconium,1,56,1.785700,903393,0.610000
MARION,2010,"Patau's syndrome, unspecified",1,56,1.785700,903393,0.610000
MARION,2010,Newborn affected by other forms of placental separation and hemorrhage,1,56,1.785700,903393,0.610000
MARION,2010,Sepsis of newborn due to other and unspecified streptococci,1,56,1.785700,903393,0.610000
MARION,2010,Anencephaly,1,56,1.785700,903393,0.610000
MARION,2010,Other disorders of lung,1,56,1.785700,903393,0.610000
MARION,2010,Other and unspecified gastroenteritis and colitis of infectious origin,1,56,1.785700,903393,0.610000
MARION,2010,"Lobar pneumonia, unspecified",1,56,1.785700,903393,0.610000
MARION,2010,Congenital malformation syndromes predominantly affecting facial appearance,1,56,1.785700,903393,0.610000
MARION,2010,Interstitial emphysema originating in the perinatal period,1,56,1.785700,903393,0.610000
MARION,2010,Glycogen storage disease,1,56,1.785700,903393,0.610000
MARION,2010,"Vascular disorder of intestine, unspecified",1,56,1.785700,903393,0.610000
MARION,2010,Other specified congenital malformations of heart,1,56,1.785700,903393,0.610000
MARION,2010,Neonatal cardiac failure,1,56,1.785700,903393,0.610000
MARION,2010,,1,56,1.785700,903393,0.610000
MARION,2010,Unspecified chronic respiratory disease originating in the perinatal period,1,56,1.785700,903393,0.610000
MARION,2010,Other specified conditions originating in the perinatal period,1,56,1.785700,903393,0.610000
MARION,2010,Congenital cytomegalovirus infection,1,56,1.785700,903393,0.610000
MARION,2010,"Encephalocele, unspecified",1,56,1.785700,903393,0.610000
MARION,2010,"Interstitial pulmonary disease, unspecified",1,56,1.785700,903393,0.610000
MARION,2010,"Malignant neoplasm of adrenal gland, unspecified",1,56,1.785700,903393,0.610000
MARION,2010,Respiratory distress syndrome of newborn,1,56,1.785700,903393,0.610000
MARION,2010,Necrotizing enterocolitis of newborn,1,56,1.785700,903393,0.610000
MARION,2010,Hypoplastic left heart syndrome,1,56,1.785700,903393,0.610000
MARION,2010,Unspecified pulmonary hemorrhage originating in the perinatal period,1,56,1.785700,903393,0.610000
MARION,2010,"Coagulation defect, unspecified",1,56,1.785700,903393,0.610000
MARION,2010,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,56,1.785700,903393,0.610000
MARION,2010,"Polycystic kidney, unspecified",1,56,1.785700,903393,0.610000
MARION,2010,Perinatal intestinal perforation,1,56,1.785700,903393,0.610000
MARION,2010,Other reduction deformities of brain,1,56,1.785700,903393,0.610000
MARION,2010,Other viral infections of unspecified site,1,56,1.785700,903393,0.610000
MARION,2011,Sudden infant death syndrome,5,72,6.944400,910861,0.790000
MARION,2011,"Bacterial sepsis of newborn, unspecified",4,72,5.555500,910861,0.790000
MARION,2011,"Pneumonia, unspecified",3,72,4.166600,910861,0.790000
MARION,2011,Assault (homicide) by unspecified means,3,72,4.166600,910861,0.790000
MARION,2011,"Edwards' syndrome, unspecified",2,72,2.777700,910861,0.790000
MARION,2011,Extreme immaturity,2,72,2.777700,910861,0.790000
MARION,2011,"Interstitial pulmonary disease, unspecified",2,72,2.777700,910861,0.790000
MARION,2011,"Congenital malformation of the heart, unspecified",2,72,2.777700,910861,0.790000
MARION,2011,Respiratory distress syndrome of newborn,2,72,2.777700,910861,0.790000
MARION,2011,Accidental suffocation and strangulation in bed,2,72,2.777700,910861,0.790000
MARION,2011,Necrotizing enterocolitis of newborn,2,72,2.777700,910861,0.790000
MARION,2011,Perinatal intestinal perforation,1,72,1.388800,910861,0.790000
MARION,2011,Hypoplastic left heart syndrome,1,72,1.388800,910861,0.790000
MARION,2011,"Other maltreatment syndromes, by unspecified person",1,72,1.388800,910861,0.790000
MARION,2011,Septicemia due to other Gram?negative organisms,1,72,1.388800,910861,0.790000
MARION,2011,Acute peritonitis,1,72,1.388800,910861,0.790000
MARION,2011,Other preterm infants,1,72,1.388800,910861,0.790000
MARION,2011,,1,72,1.388800,910861,0.790000
MARION,2011,"Bronchitis, not specified as acute or chronic",1,72,1.388800,910861,0.790000
MARION,2011,"Bacterial infection, unspecified",1,72,1.388800,910861,0.790000
MARION,2011,Pneumothorax originating in the perinatal period,1,72,1.388800,910861,0.790000
MARION,2011,Discordant ventriculoarterial connection,1,72,1.388800,910861,0.790000
MARION,2011,Perforation of intestine (nontraumatic),1,72,1.388800,910861,0.790000
MARION,2011,Tetralogy of Fallot,1,72,1.388800,910861,0.790000
MARION,2011,Acute tracheitis,1,72,1.388800,910861,0.790000
MARION,2011,Bronchopulmonary dysplasia originating in the perinatal period,1,72,1.388800,910861,0.790000
MARION,2011,"Pneumothorax, unspecified",1,72,1.388800,910861,0.790000
MARION,2011,"Indeterminate sex, unspecified",1,72,1.388800,910861,0.790000
MARION,2011,Exposure to uncontrolled fire in building or structure,1,72,1.388800,910861,0.790000
MARION,2011,"Myoneural disorder, unspecified",1,72,1.388800,910861,0.790000
MARION,2011,"Condition originating in the perinatal period, unspecified",1,72,1.388800,910861,0.790000
MARION,2011,Assault (homicide) by other specified chemicals and noxious substances,1,72,1.388800,910861,0.790000
MARION,2011,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1,72,1.388800,910861,0.790000
MARION,2011,Neonatal cardiac failure,1,72,1.388800,910861,0.790000
MARION,2011,Newborn affected by incompetent cervix,1,72,1.388800,910861,0.790000
MARION,2011,Cerebral infarction due to embolism of cerebral arteries,1,72,1.388800,910861,0.790000
MARION,2011,Unspecified pulmonary hemorrhage originating in the perinatal period,1,72,1.388800,910861,0.790000
MARION,2011,Malformation of coronary vessels,1,72,1.388800,910861,0.790000
MARION,2011,Primary atelectasis of newborn,1,72,1.388800,910861,0.790000
MARION,2011,"Intrauterine hypoxia, unspecified",1,72,1.388800,910861,0.790000
MARION,2011,"Multiple congenital malformations, not elsewhere classified",1,72,1.388800,910861,0.790000
MARION,2011,"Bronchopneumonia, unspecified",1,72,1.388800,910861,0.790000
MARION,2011,"Patau's syndrome, unspecified",1,72,1.388800,910861,0.790000
MARION,2011,Prune belly syndrome,1,72,1.388800,910861,0.790000
MARION,2011,Hypoxic ischemic encephalopathy of newborn,1,72,1.388800,910861,0.790000
MARION,2011,"Congenital malformation of brain, unspecified",1,72,1.388800,910861,0.790000
MARION,2011,Other specified congenital malformations of heart,1,72,1.388800,910861,0.790000
MARION,2011,Other specified diseases of liver,1,72,1.388800,910861,0.790000
MARION,2011,"Acute endocarditis, unspecified",1,72,1.388800,910861,0.790000
MARION,2011,"Lobar pneumonia, unspecified",1,72,1.388800,910861,0.790000
MARION,2011,Unspecified threat to breathing,1,72,1.388800,910861,0.790000
MARION,2011,Other hypertrophic cardiomyopathy,1,72,1.388800,910861,0.790000
MARION,2011,Congenital stenosis of aortic valve,1,72,1.388800,910861,0.790000
MARION,2011,"Birth asphyxia, unspecified",1,72,1.388800,910861,0.790000
MARION,2012,"Bacterial sepsis of newborn, unspecified",5,51,9.803900,918692,0.550000
MARION,2012,Accidental suffocation and strangulation in bed,4,51,7.843100,918692,0.550000
MARION,2012,Unspecified threat to breathing,3,51,5.882300,918692,0.550000
MARION,2012,Congenital herpesviral [herpes simplex] infection,3,51,5.882300,918692,0.550000
MARION,2012,Respiratory distress syndrome of newborn,3,51,5.882300,918692,0.550000
MARION,2012,Sudden infant death syndrome,3,51,5.882300,918692,0.550000
MARION,2012,"Edwards' syndrome, unspecified",2,51,3.921500,918692,0.550000
MARION,2012,Other and unspecified gastroenteritis and colitis of infectious origin,2,51,3.921500,918692,0.550000
MARION,2012,Other disorders of lung,2,51,3.921500,918692,0.550000
MARION,2012,"Metabolic disorder, unspecified",1,51,1.960700,918692,0.550000
MARION,2012,"Multiple congenital malformations, not elsewhere classified",1,51,1.960700,918692,0.550000
MARION,2012,"Intracranial (nontraumatic) hemorrhage of newborn, unspecified",1,51,1.960700,918692,0.550000
MARION,2012,Hemorrhage from other sites in respiratory passages,1,51,1.960700,918692,0.550000
MARION,2012,"Encephalocele, unspecified",1,51,1.960700,918692,0.550000
MARION,2012,"Osteochondrodysplasia, unspecified",1,51,1.960700,918692,0.550000
MARION,2012,Bronchopulmonary dysplasia originating in the perinatal period,1,51,1.960700,918692,0.550000
MARION,2012,Other apnea of newborn,1,51,1.960700,918692,0.550000
MARION,2012,Hypoxic ischemic encephalopathy of newborn,1,51,1.960700,918692,0.550000
MARION,2012,"Staphylococcal infection, unspecified",1,51,1.960700,918692,0.550000
MARION,2012,"Septicemia, unspecified",1,51,1.960700,918692,0.550000
MARION,2012,"Acute bronchiolitis, unspecified",1,51,1.960700,918692,0.550000
MARION,2012,Common arterial trunk,1,51,1.960700,918692,0.550000
MARION,2012,Other ill-defined and unspecified causes of mortality,1,51,1.960700,918692,0.550000
MARION,2012,Newborn affected by other forms of placental separation and hemorrhage,1,51,1.960700,918692,0.550000
MARION,2012,Other secondary pulmonary hypertension,1,51,1.960700,918692,0.550000
MARION,2012,"Hemangioma, any site",1,51,1.960700,918692,0.550000
MARION,2012,"Neglect and abandonment, by unspecified person",1,51,1.960700,918692,0.550000
MARION,2012,Anencephaly,1,51,1.960700,918692,0.550000
MARION,2012,Pneumothorax originating in the perinatal period,1,51,1.960700,918692,0.550000
MARION,2012,Primary atelectasis of newborn,1,51,1.960700,918692,0.550000
MARION,2012,Other specified congenital malformations of heart,1,51,1.960700,918692,0.550000
MARION,2012,Perinatal intestinal perforation,1,51,1.960700,918692,0.550000
MARION,2012,"Intrauterine hypoxia, unspecified",1,51,1.960700,918692,0.550000
MARION,2013,Extreme immaturity,8,72,11.111100,928521,0.770000
MARION,2013,Accidental suffocation and strangulation in bed,6,72,8.333300,928521,0.770000
MARION,2013,Sudden infant death syndrome,5,72,6.944400,928521,0.770000
MARION,2013,Other preterm infants,4,72,5.555500,928521,0.770000
MARION,2013,Respiratory distress syndrome of newborn,3,72,4.166600,928521,0.770000
MARION,2013,"Cardiomyopathy, unspecified",2,72,2.777700,928521,0.770000
MARION,2013,Hypoplasia and dysplasia of lung,2,72,2.777700,928521,0.770000
MARION,2013,Holoprosencephaly,2,72,2.777700,928521,0.770000
MARION,2013,"Congenital malformation of the heart, unspecified",2,72,2.777700,928521,0.770000
MARION,2013,,2,72,2.777700,928521,0.770000
MARION,2013,"Septicemia, unspecified",2,72,2.777700,928521,0.770000
MARION,2013,Other and unspecified gastroenteritis and colitis of infectious origin,2,72,2.777700,928521,0.770000
MARION,2013,Hypoplastic left heart syndrome,2,72,2.777700,928521,0.770000
MARION,2013,"Bacterial sepsis of newborn, unspecified",2,72,2.777700,928521,0.770000
MARION,2013,"Patau's syndrome, unspecified",1,72,1.388800,928521,0.770000
MARION,2013,"Bacterial pneumonia, unspecified",1,72,1.388800,928521,0.770000
MARION,2013,"Cardiac arrhythmia, unspecified",1,72,1.388800,928521,0.770000
MARION,2013,"Infection specific to the perinatal period, unspecified",1,72,1.388800,928521,0.770000
MARION,2013,"Slow fetal growth, unspecified",1,72,1.388800,928521,0.770000
MARION,2013,"Drowning and submersion, undetermined intent",1,72,1.388800,928521,0.770000
MARION,2013,Other specified noninfective disorders of lymphatic vessels and lymph nodes,1,72,1.388800,928521,0.770000
MARION,2013,Newborn affected by incompetent cervix,1,72,1.388800,928521,0.770000
MARION,2013,Assault (homicide) by unspecified means,1,72,1.388800,928521,0.770000
MARION,2013,Gastroenteritis and colitis of unspecified origin,1,72,1.388800,928521,0.770000
MARION,2013,"Lobar pneumonia, unspecified",1,72,1.388800,928521,0.770000
MARION,2013,"Multiple congenital malformations, not elsewhere classified",1,72,1.388800,928521,0.770000
MARION,2013,Unspecified chronic respiratory disease originating in the perinatal period,1,72,1.388800,928521,0.770000
MARION,2013,"Neoplasm of uncertain behavior brain, unspecified",1,72,1.388800,928521,0.770000
MARION,2013,Neonatal cerebral leukomalacia,1,72,1.388800,928521,0.770000
MARION,2013,"Metabolic disorder, unspecified",1,72,1.388800,928521,0.770000
MARION,2013,Newborn affected by other abnormalities of membranes,1,72,1.388800,928521,0.770000
MARION,2013,Other congenital malformations of bladder and urethra,1,72,1.388800,928521,0.770000
MARION,2013,Exomphalos,1,72,1.388800,928521,0.770000
MARION,2013,Viral carditis,1,72,1.388800,928521,0.770000
MARION,2013,Perinatal intestinal perforation,1,72,1.388800,928521,0.770000
MARION,2013,Neonatal aspiration of meconium,1,72,1.388800,928521,0.770000
MARION,2013,"Other disorders of nervous system, not elsewhere classified",1,72,1.388800,928521,0.770000
MARION,2013,"Anoxic brain damage, not elsewhere classified",1,72,1.388800,928521,0.770000
MARION,2013,Bronchopulmonary dysplasia originating in the perinatal period,1,72,1.388800,928521,0.770000
MARION,2013,Other reduction deformities of brain,1,72,1.388800,928521,0.770000
MARION,2013,Other specified respiratory disorders,1,72,1.388800,928521,0.770000
MARION,2013,Primary pulmonary hypertension,1,72,1.388800,928521,0.770000
MARION,2014,Accidental suffocation and strangulation in bed,11,70,15.714200,934212,0.740000
MARION,2014,Sudden infant death syndrome,9,70,12.857100,934212,0.740000
MARION,2014,Extreme immaturity,5,70,7.142800,934212,0.740000
MARION,2014,"Edwards' syndrome, unspecified",3,70,4.285700,934212,0.740000
MARION,2014,Hypoxic ischemic encephalopathy of newborn,2,70,2.857100,934212,0.740000
MARION,2014,"Other maltreatment syndromes, by unspecified person",2,70,2.857100,934212,0.740000
MARION,2014,"Congenital malformation of the heart, unspecified",2,70,2.857100,934212,0.740000
MARION,2014,Primary atelectasis of newborn,2,70,2.857100,934212,0.740000
MARION,2014,Necrotizing enterocolitis of newborn,2,70,2.857100,934212,0.740000
MARION,2014,Ebstein's anomaly,2,70,2.857100,934212,0.740000
MARION,2014,Other and unspecified gastroenteritis and colitis of infectious origin,1,70,1.428500,934212,0.740000
MARION,2014,Other disorders of lung,1,70,1.428500,934212,0.740000
MARION,2014,Hyperventilation,1,70,1.428500,934212,0.740000
MARION,2014,Congenital diaphragmatic hernia,1,70,1.428500,934212,0.740000
MARION,2014,Pneumothorax originating in the perinatal period,1,70,1.428500,934212,0.740000
MARION,2014,Other bacterial sepsis of newborn,1,70,1.428500,934212,0.740000
MARION,2014,"Degenerative disease of nervous system, unspecified",1,70,1.428500,934212,0.740000
MARION,2014,"Bacterial sepsis of newborn, unspecified",1,70,1.428500,934212,0.740000
MARION,2014,Respiratory distress syndrome of newborn,1,70,1.428500,934212,0.740000
MARION,2014,Newborn affected by other maternal conditions,1,70,1.428500,934212,0.740000
MARION,2014,Assault (homicide) by unspecified means,1,70,1.428500,934212,0.740000
MARION,2014,Other specified cerebrovascular diseases,1,70,1.428500,934212,0.740000
MARION,2014,Other preterm infants,1,70,1.428500,934212,0.740000
MARION,2014,"Multiple congenital malformations, not elsewhere classified",1,70,1.428500,934212,0.740000
MARION,2014,"Urinary tract infection, site not specified",1,70,1.428500,934212,0.740000
MARION,2014,Compression of vein,1,70,1.428500,934212,0.740000
MARION,2014,"Struck by thrown, projected, or falling object",1,70,1.428500,934212,0.740000
MARION,2014,Adenoviral pneumonia,1,70,1.428500,934212,0.740000
MARION,2014,Discordant ventriculoarterial connection,1,70,1.428500,934212,0.740000
MARION,2014,"Anoxic brain damage, not elsewhere classified",1,70,1.428500,934212,0.740000
MARION,2014,"Congenital pneumonia, unspecified",1,70,1.428500,934212,0.740000
MARION,2014,Renal dysplasia,1,70,1.428500,934212,0.740000
MARION,2014,Hyperkalemia,1,70,1.428500,934212,0.740000
MARION,2014,Unspecified chronic respiratory disease originating in the perinatal period,1,70,1.428500,934212,0.740000
MARION,2014,"Bacterial meningitis, unspecified",1,70,1.428500,934212,0.740000
MARION,2014,Other neonatal gastrointestinal hemorrhage,1,70,1.428500,934212,0.740000
MARION,2014,Other atresia and stenosis of urethra and bladder neck,1,70,1.428500,934212,0.740000
MARION,2014,Bronchopulmonary dysplasia originating in the perinatal period,1,70,1.428500,934212,0.740000
MARION,2014,"Hanging, strangulation, and suffocation, undetermined intent",1,70,1.428500,934212,0.740000
MARION,2014,Perinatal intestinal perforation,1,70,1.428500,934212,0.740000
MARION,2015,Accidental suffocation and strangulation in bed,10,65,15.384600,938058,0.690000
MARION,2015,"Bacterial sepsis of newborn, unspecified",3,65,4.615300,938058,0.690000
MARION,2015,Other disorders of lung,3,65,4.615300,938058,0.690000
MARION,2015,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,2,65,3.076900,938058,0.690000
MARION,2015,Perinatal intestinal perforation,2,65,3.076900,938058,0.690000
MARION,2015,Bronchopulmonary dysplasia originating in the perinatal period,2,65,3.076900,938058,0.690000
MARION,2015,Congenital diaphragmatic hernia,2,65,3.076900,938058,0.690000
MARION,2015,"Edwards' syndrome, unspecified",2,65,3.076900,938058,0.690000
MARION,2015,Holoprosencephaly,2,65,3.076900,938058,0.690000
MARION,2015,Respiratory distress syndrome of newborn,2,65,3.076900,938058,0.690000
MARION,2015,Extreme immaturity,2,65,3.076900,938058,0.690000
MARION,2015,Persistent fetal circulation,1,65,1.538400,938058,0.690000
MARION,2015,"Noninfective gastroenteritis and colitis, unspecified",1,65,1.538400,938058,0.690000
